#Protein	         CTR	         STS	        METF	    STSMETF
Q91YR9  	   -0.448447	    -1.30201	     1.04066	   0.709791
Q91YS8  	   -0.735929	   -0.158756	   0.0466785	   0.848006
Q91YT7  	     1.34877	   -0.738381	    0.141969	  -0.752355
Q91YU8  	       0.368	    -1.49822	    0.208542	   0.921682
Q91YW3  	      1.4105	   -0.413132	   -0.707013	  -0.290353
Q91YX5  	    0.415011	   -0.280174	     0.69902	  -0.833857
Q91Z31  	   -0.651069	   -0.951049	    0.971859	   0.630259
Q91Z40  	    -1.07609	     1.03159	   -0.677311	   0.721809
Q91Z50  	     1.14295	    0.659351	   -0.700612	   -1.10169
Q91Z67  	    -1.47102	    0.334687	    0.845156	   0.291175
Q91Z92  	   -0.340519	   -0.587043	      0.7575	   0.170061
Q91Z96  	   -0.402042	   -0.417193	     1.09902	  -0.279788
Q91ZA3  	   -0.855659	    0.303467	   -0.799146	    1.35134
Q91ZJ5-2	   -0.699454	      1.2215	   -0.245033	  -0.277008
Q91ZM2-5	   -0.268247	   -0.335479	   -0.875299	    1.47903
Q91ZR1  	   -0.856347	    0.534242	   -0.343478	   0.665584
Q91ZW3  	       1.421	    0.257373	   -0.953724	  -0.724647
Q91ZX7  	    0.955456	   -0.839775	    0.645362	  -0.761043
Q920A5  	    -1.17993	     -0.6518	    0.865545	    0.96618
Q920A7  	    0.294133	    -1.15787	    0.535864	   0.327873
Q920E5  	    0.274476	     1.21634	    -1.45687	 -0.0339468
Q920I9-2	    0.388216	    0.370744	    0.684169	   -1.44313
Q920L1  	    0.775825	     1.03145	    -1.29823	  -0.509052
Q920P5  	    -1.41113	    0.970473	   -0.161758	   0.602415
Q920V1  	     1.06769	    0.348787	   -0.187594	   -1.22889
Q921C5  	     1.04824	   -0.728964	   -0.428371	    0.10909
Q921E6-2	     1.58041	   -0.410785	    -0.30192	  -0.867707
Q921F2  	   -0.777397	   -0.844757	    0.818601	   0.803554
Q921F4  	   -0.567375	    0.667401	   -0.775418	   0.675393
Q921G6  	   -0.736935	    -1.07155	    0.839642	   0.968841
Q921G8  	   -0.921898	   0.0127231	  -0.0351968	   0.944372
Q921H8  	    -1.44347	    0.354735	  -0.0677789	    1.15652
Q921J2  	    0.270972	   -0.573598	    0.777284	  -0.474657
Q921J4  	    0.960381	    0.583864	   -0.373465	   -1.17078
Q921L3  	   -0.525024	   -0.533517	    0.729366	   0.329176
Q921L5  	   -0.128559	     0.99453	    0.303249	   -1.16922
Q921M3  	     1.39769	     -1.2867	   0.0276902	  -0.138676
Q921N6  	    0.507493	     -1.5739	    0.659256	   0.407148
Q921Q7  	   -0.216928	     -1.4301	    0.910337	   0.736692
Q921S7  	   -0.530481	   -0.484821	  -0.0566749	    1.07198
Q921T2  	     -1.3738	    0.430356	  -0.0123679	   0.955814
Q921V5  	    0.482513	    0.359326	     0.28321	   -1.12505
Q921W4  	   -0.935915	    -0.70921	    0.996361	   0.648765
Q921X6  	      0.4865	  -0.0752884	    0.547986	  -0.959197
Q921Y2  	    0.359574	    -1.39058	    0.463627	   0.567377
Q922B2  	   -0.164834	    -1.34615	    0.283424	    1.22756
Q922D8  	   0.0782756	   -0.782509	    0.277091	   0.427143
Q922E6  	   -0.507994	    -0.84197	    0.421255	   0.928709
Q922F4  	     1.22839	     -1.2407	    0.246552	  -0.234235
Q922H1-2	  -0.0936101	    -1.25823	    0.373494	   0.978344
Q922H2  	   -0.221437	   -0.757684	   0.0823363	   0.896784
Q922H4  	    -1.07926	    0.472261	   -0.308609	   0.915608
Q922H9  	   -0.298707	    -0.68742	     1.13904	  -0.152916
Q922J9  	     1.05652	    0.735841	    -1.31411	  -0.478252
Q922M7  	    0.269469	    0.927776	    -0.36718	  -0.830064
Q922Q1  	    0.693524	     1.06954	    -1.12022	   -0.64285
Q922Q2  	    0.485124	    -1.51403	    0.770791	   0.258113
Q922Q4  	   -0.346974	    -1.34744	    0.652065	    1.04235
Q922Q8  	   -0.389668	     -1.1507	    0.486069	     1.0543
Q922R1  	    -1.17804	    0.412216	    0.170371	   0.595458
Q922R8  	    -1.04674	   -0.241843	   -0.173032	    1.46162
Q922S8  	    0.995138	   -0.217216	    0.486011	   -1.26393
Q922U1  	    0.305917	     -1.3699	    0.501466	   0.562515
Q922V4  	     1.41346	   -0.501935	   -0.209676	  -0.701851
Q922X9  	     -0.4536	    -1.02634	     1.01272	   0.467211
Q922Y1  	    -1.10222	    -0.60122	      0.4046	    1.29884
Q923B1  	    0.917634	    0.343143	   -0.419262	  -0.841515
Q923D2  	    -1.00318	    -0.70232	     1.16179	   0.543715
Q923D4  	    0.777178	    -1.11043	    0.437722	  -0.104469
Q923F1  	    0.674336	   -0.787262	    -0.68084	   0.793767
Q924B0  	     1.10651	   -0.101492	    -1.01915	  0.0141334
Q924C1  	    0.346867	    -1.56062	    0.852728	   0.361027
Q924M7  	    -0.18604	    -1.19981	    0.256791	    1.12906
Q924W5  	     0.41676	    -1.26937	    0.125292	   0.727315
Q924Z4  	   -0.789575	    0.143069	    0.519904	   0.126602
Q925B0  	    0.224884	     0.88349	 -0.00878494	   -1.09959
Q925E7  	    -0.89669	   -0.502659	    0.468006	   0.931344
Q925H1  	    0.530156	    0.853036	   -0.832401	  -0.550792
Q925I1  	   -0.363951	    -1.20866	    0.357359	    1.21526
Q925J9-4	   -0.114372	   -0.998092	   0.0346349	    1.07783
Q93092  	     -1.0587	   -0.771071	    0.853042	   0.976728
Q99J09  	    0.298366	    -1.53813	    0.389068	   0.850694
Q99J23  	   -0.577457	   -0.273881	   -0.348264	     1.1996
Q99J36  	   -0.465695	    -1.16201	    0.482245	    1.14546
Q99J39-2	    0.173142	   -0.205075	    0.786239	  -0.754306
Q99J47-2	   -0.938526	    0.355967	    0.242322	   0.340237
Q99J56  	    -1.05977	    0.504304	   -0.162753	   0.718219
Q99J77  	 -0.00631224	    0.858157	   -0.969984	    0.11814
Q99J79  	   -0.609221	    0.854908	   -0.386823	   0.141136
Q99J87  	   -0.551212	     1.54787	   -0.924311	 -0.0723485
Q99J93  	    0.648838	     1.02453	    -1.08642	  -0.586954
Q99J95  	   -0.093054	    -1.23164	   0.0602934	     1.2644
Q99JB2  	   -0.950703	   -0.786602	    0.582389	    1.15492
Q99JB8  	   -0.381277	   -0.875657	   -0.168716	    1.42565
Q99JF5  	    0.343106	     1.11695	    -1.51731	  0.0572517
Q99JF8  	   -0.358567	     1.25645	   -0.607382	  -0.290504
Q99JI4  	     1.05368	    -1.26981	   -0.429372	   0.645502
Q99JW2  	   -0.422545	    -1.29183	    0.999625	   0.714749
Q99JX4  	     1.01963	    -1.14811	  -0.0618485	   0.190332
Q99JX7  	   -0.172743	    -1.35243	    0.621053	   0.904117
Q99JY0  	    0.163949	    0.289434	    -1.47038	      1.017
Q99JY9  	     0.23838	    -1.54869	    0.496432	   0.813883
Q99JZ4  	  -0.0820272	    0.917258	    0.175438	   -1.01067
Q99K01  	    0.912939	    0.975025	   -0.791839	   -1.09613
Q99K23  	    0.379036	    -0.61974	   -0.288224	   0.528928
Q99K28  	     1.35316	    -0.17005	   -0.960373	  -0.222739
Q99K30  	    0.323629	    -1.05969	   0.0388061	   0.697252
Q99K41  	   -0.489802	     1.43709	   -0.299007	  -0.648283
Q99K48  	    -0.24443	    -1.01332	    0.300735	   0.957017
Q99K73  	   -0.917438	    0.421308	     0.75186	   -0.25573
Q99K85  	    0.781783	    -1.62008	    0.472871	   0.365424
Q99K95  	    0.940767	    0.169264	    0.336863	   -1.44689
Q99KC8  	    -1.13315	     1.15201	   -0.741271	   0.722407
Q99KD5  	     1.20025	   -0.500475	   -0.463567	  -0.236206
Q99KI0  	   -0.871175	   -0.928674	    0.681977	    1.11787
Q99KI3  	    0.756373	   -0.972008	    0.221794	-0.00615912
Q99KJ8  	    -0.68546	     -0.6734	   -0.147872	    1.50673
Q99KK2  	   -0.931708	    0.160044	  -0.0592817	   0.830946
Q99KK7  	     1.02756	   -0.549168	   -0.934248	   0.455862
Q99KK9  	     -1.0027	   -0.451848	   0.0442524	     1.4103
Q99KL7  	    -0.21556	    0.342255	   -0.713278	   0.586582
Q99KP6  	    0.887158	   -0.429099	   -0.731729	   0.273669
Q99KQ4  	   -0.854702	    0.528431	    -0.87292	    1.19919
Q99KR3  	    0.157933	    0.323611	    -1.32318	   0.841632
Q99KR7  	    -0.37359	   -0.763484	    0.242755	   0.894319
Q99KS2  	   -0.260416	   -0.286913	   -0.105113	   0.652443
Q99KU0  	    -1.39755	   -0.170679	    0.761905	   0.806328
Q99KU6-2	     0.14462	   -0.693332	   -0.306442	   0.855154
Q99KV1  	    0.770502	   -0.787404	    -0.53515	   0.552051
Q99KW3-1	    0.632427	    0.431896	   -0.899902	   -0.16442
Q99L04  	    -1.41983	    0.472379	    0.507398	   0.440051
Q99L13  	   -0.976507	   -0.762244	    0.732395	    1.00636
Q99L28  	   -0.356506	    -1.09881	-0.000321088	    1.45564
Q99L45  	    0.161807	    -1.53076	    0.665541	   0.703417
Q99L48  	      1.2611	   -0.814927	   -0.125252	  -0.320925
Q99L85  	    0.485814	      -1.145	    0.210121	   0.449061
Q99LB2  	    0.735613	    0.896591	    -1.05741	  -0.574789
Q99LB4  	   -0.951235	   -0.794689	    0.983807	   0.762117
Q99LB7  	    -1.07667	    0.493283	   0.0248456	   0.558543
Q99LC2  	     1.28268	    0.368276	   -0.895918	   -0.75504
Q99LC3  	    -1.33428	    0.546115	    0.767049	  0.0211208
Q99LC5  	    -1.59457	    0.551237	    0.310144	   0.733185
Q99LD8  	   -0.323547	     1.36452	    -0.72806	  -0.312918
Q99LD9  	    0.768347	    -1.06369	   0.0245856	   0.270755
Q99LE6  	     1.50078	   -0.852302	    0.141366	  -0.789847
Q99LG2  	   -0.691656	   -0.860412	    0.718667	   0.833402
Q99LH1  	     1.24575	    -1.11979	    0.220413	  -0.346371
Q99LJ0  	     1.28598	    0.363645	    -1.04679	  -0.602843
Q99LL3  	   -0.204751	     1.30119	   -0.381104	  -0.715335
Q99LL5  	     1.17917	   -0.867846	    0.205401	  -0.516722
Q99LM2  	    -1.25245	    0.270638	    -0.23222	    1.21403
Q99LN9  	    0.806923	   0.0894643	   -0.361722	  -0.534665
Q99LP6  	   -0.719337	   -0.794194	    0.593968	   0.919563
Q99LS3  	   -0.720707	    -1.16232	    0.985601	   0.897425
Q99LW6  	     1.50828	   -0.293334	   -0.480905	  -0.734041
Q99LX0  	   -0.997402	    0.504465	    0.558133	 -0.0651961
Q99LZ3  	    0.445357	      1.0174	   -0.262316	   -1.20044
Q99M01  	    -1.06806	   -0.149356	     1.03629	   0.181127
Q99M08  	    0.851834	   -0.154316	    0.293215	  -0.990733
Q99M28  	    0.636316	    -1.55663	   0.0838281	    0.83649
Q99M31  	   0.0154158	    -1.23444	    0.206497	    1.01252
Q99M51  	    -1.04558	    0.735144	  0.00416672	    0.30627
Q99M87  	   -0.935817	   -0.858145	    0.596189	    1.19777
Q99ME2  	    0.590332	    0.691972	   -0.642998	  -0.639306
Q99ME9  	    0.820238	    -1.49132	    0.320184	   0.350898
Q99MJ9  	   -0.419915	   -0.881948	   0.0603841	    1.24148
Q99MK8  	     1.18457	    0.535735	    -0.58047	   -1.13984
Q99MN9  	    -0.89035	     1.14084	   -0.883099	    0.63261
Q99MR1  	    -1.02827	  -0.0471246	    0.544326	   0.531071
Q99MR8  	   -0.849176	   -0.405815	   -0.206309	     1.4613
Q99MS7  	    -0.10791	    -1.46365	     0.91372	    0.65784
Q99MT6  	  -0.0333721	    0.059175	   -0.817758	   0.791955
Q99MU3  	   -0.885852	    0.832321	   -0.454556	   0.508087
Q99N15  	    -1.09625	  -0.0257411	   -0.266258	    1.38825
Q99N57  	    -0.38118	    0.535536	    0.480124	   -0.63448
Q99N84  	   -0.620027	    -1.07414	    0.759383	   0.934786
Q99N87  	   -0.497261	    -0.50514	    0.953674	  0.0487271
Q99N91  	   -0.635534	   -0.723236	    0.223475	    1.13529
Q99N92  	    0.720632	  -0.0737973	    -1.12337	   0.476534
Q99N96  	   -0.360316	   -0.924965	   0.0454809	     1.2398
Q99NA9  	    0.878442	     0.25319	   -0.481624	  -0.650008
Q99NF7  	   -0.611906	   -0.569485	    -0.34705	    1.52844
Q99NH0  	     0.70208	    -1.04349	   -0.290043	    0.63145
Q99P31  	     1.12522	    0.480068	   -0.820468	  -0.784822
Q99P69  	    0.476515	    0.309184	    0.726136	   -1.51183
Q99P72  	   -0.577567	   -0.815391	   0.0230261	    1.36993
Q99P88  	     1.14757	   -0.970071	  -0.0986222	 -0.0788761
Q99P91  	    -1.13368	    0.514443	   -0.205604	   0.824845
Q99PG2  	   -0.726233	   -0.606854	   -0.188794	    1.52188
Q99PL6-2	   -0.783785	    0.629209	   -0.378285	   0.532861
Q99PM9  	     1.48023	     -0.2018	   -0.239246	   -1.03918
Q99PT1  	   -0.517789	   -0.177772	   -0.395693	    1.09125
Q99PU8-2	    0.580128	    -1.04171	   -0.641127	    1.10271
Q99PV0  	     1.44711	   -0.932584	   -0.465537	 -0.0489899
Q9CPN8  	     -1.3575	     1.05579	    0.134431	   0.167271
Q9CPN9  	   -0.134324	   -0.983393	    0.595848	    0.52187
Q9CPQ1  	      -1.472	  -0.0712394	    0.530657	    1.01259
Q9CPQ3  	   -0.770418	   -0.892241	     0.41145	    1.25121
Q9CPQ5  	   -0.665882	     1.52416	   -0.371878	    -0.4864
Q9CPR1  	    0.672182	    -1.33054	    0.567233	  0.0911295
Q9CPR8  	    0.890307	    0.793568	    -1.30764	   -0.37624
Q9CPS7  	    0.769471	    -1.47742	    0.462197	   0.245753
Q9CPT3  	    0.498868	    0.579188	    -1.05023	 -0.0278255
Q9CPT4  	     0.51266	   0.0587847	    0.703539	   -1.27498
Q9CPT5  	    0.830749	    -1.47135	    0.204886	    0.43571
Q9CPU0  	     1.07853	  -0.0586393	   -0.873647	  -0.146241
Q9CPU4  	    0.498778	    0.173811	    -1.04798	   0.375391
Q9CPV4  	   -0.623578	    0.925701	   -0.792394	   0.490271
Q9CPV5-2	     0.27976	    0.293098	    0.784932	   -1.35779
Q9CPW2  	    0.223552	    0.521671	    0.793913	   -1.53914
Q9CPW3  	   -0.938661	   -0.509368	     0.86032	   0.587709
Q9CPW4  	    0.497375	    -1.08057	   0.0703153	   0.512875
Q9CPW7  	     1.09494	   -0.561633	   -0.521296	 -0.0120085
Q9CPX6  	    0.477918	    0.161967	     -1.1843	   0.544416
Q9CPX8  	    -1.00059	    0.510197	  -0.0150624	   0.505454
Q9CPY1  	    0.877692	    0.170206	    0.206604	    -1.2545
Q9CPY7-2	    0.210658	     -1.5019	    0.725821	   0.565425
Q9CPZ8  	   -0.554204	     -0.7719	   -0.241904	    1.56801
Q9CQ06  	   -0.294665	   -0.542267	   -0.150914	   0.987846
Q9CQ10  	   -0.326981	    0.400357	   -0.495703	   0.422327
Q9CQ28  	   -0.590196	   -0.751287	   -0.170634	    1.51212
Q9CQ37  	     1.12836	    0.487623	   -0.503732	   -1.11225
Q9CQ39  	 -0.00789676	   -0.906642	    0.340329	   0.574209
Q9CQ40  	   -0.986328	   -0.342804	    0.399685	   0.929448
Q9CQ43  	     1.35251	   -0.732268	   0.0133646	  -0.633602
Q9CQ45  	    0.713238	     1.05983	    -1.16397	  -0.609095
Q9CQ48  	   -0.686042	   -0.859068	     0.27235	    1.27276
Q9CQ54  	    -0.99047	   -0.561536	      0.3981	    1.15391
Q9CQ60  	    0.104152	   -0.739073	   -0.637978	     1.2729
Q9CQ62  	    -1.45774	    0.993575	   0.0702214	   0.393943
Q9CQ65  	    0.124814	    0.567261	    -1.27381	   0.581733
Q9CQ79  	     1.35791	   -0.042547	    -0.20564	   -1.10973
Q9CQ80  	   -0.538893	    0.169993	    0.933063	  -0.564164
Q9CQ91  	   -0.264463	    0.206756	     1.02113	  -0.963425
Q9CQ92  	    -1.49974	   0.0976528	    0.391048	    1.01104
Q9CQA1  	     1.15684	    0.107344	    0.111805	   -1.37599
Q9CQA6  	   -0.750622	    0.188588	   -0.725787	    1.28782
Q9CQA9  	    -1.09143	  -0.0908219	    0.308112	   0.874141
Q9CQB2  	    0.551884	    -1.33811	    0.779775	 0.00645229
Q9D855  	    -1.22459	   -0.249928	    0.608768	   0.865754
Q9CQC6  	     1.19691	   -0.327102	   -0.349344	  -0.520459
Q9CQC7  	   -0.606608	    -0.81796	  -0.0366513	    1.46122
Q9CQC8  	   -0.911719	    -0.34656	    0.704735	   0.553544
Q9CQC9  	    -1.03415	   -0.471159	    0.304006	     1.2013
Q9CQD0  	     1.12766	    0.431432	    -1.06892	  -0.490173
Q9CQD1  	    -1.14801	   -0.296978	     0.27531	    1.16968
Q9CQE1  	   -0.687694	    0.617242	   -0.510006	   0.580458
Q9CQE3  	     0.96722	    -1.03311	   0.0480162	  0.0178693
Q9CQE6  	    0.174761	    0.674557	    -1.26379	   0.414473
Q9CQE7  	    0.275537	    0.235353	    0.387942	  -0.898833
Q9CQF4  	   -0.356762	    -1.05766	    0.434913	   0.979506
Q9CQF6  	  -0.0223091	    -1.31607	    0.387414	   0.950969
Q9CWM4  	    0.702643	    -1.08605	   0.0889602	   0.294448
Q9CQF8  	    0.835059	    0.513563	    0.202933	   -1.55155
Q9CQF9  	    -0.91231	   -0.276415	  -0.0851307	    1.27386
Q9CQG1  	   -0.408803	   -0.525106	    0.495651	   0.438257
Q9CQH3  	    -1.14954	   -0.408362	    0.610033	   0.947865
Q9CQH7  	    -1.02333	     0.79725	    0.255773	 -0.0296977
Q9CQI3  	   -0.725393	   -0.106802	    0.492104	   0.340091
Q9CQJ8  	   -0.962666	   -0.561826	    0.406404	    1.11809
Q9CQL0  	    -0.15999	   -0.297793	   -0.515513	   0.973296
Q9CQL7  	     1.22283	    0.231059	   -0.933377	  -0.520509
Q9CQM5  	     1.49762	   -0.599002	   -0.585572	  -0.313046
Q9CQM8  	    0.739507	    -1.41311	   0.0432753	   0.630332
Q9CQM9  	    0.611418	  -0.0149173	    0.144698	  -0.741198
Q9CQN1  	   -0.986388	   -0.798307	    0.657851	    1.12684
Q9CQN3  	   -0.835158	     -0.3406	   -0.379634	    1.55539
Q9CQQ4  	   -0.619767	   -0.382338	    0.389019	   0.613086
Q9CQR2  	   -0.220574	    -1.12993	  -0.0196525	    1.37016
Q9CQS5  	    0.789761	     -1.2552	     0.32886	   0.136579
Q9CQS8  	    -0.91424	   -0.570124	    0.149975	    1.33439
Q9CQT5  	     0.64969	    0.950677	    -0.40546	   -1.19491
Q9CQU0  	   -0.972739	    0.870852	   -0.245612	   0.347499
Q9CQU1  	   -0.192412	   -0.835709	   -0.386804	    1.41493
Q9CQU5  	    0.556572	    -1.45196	     0.43459	   0.460801
Q9CQV6  	    0.254188	     1.18498	   -0.160587	   -1.27858
Q9CQV8-2	    -1.46704	    0.121496	    0.694431	   0.651114
Q9CQW1  	    0.402087	   -0.710243	   -0.694286	    1.00244
Q9CQW2  	    -1.17546	    0.647786	   0.0395733	   0.488103
Q9CQW9  	    0.356013	     1.34585	    -1.24098	  -0.460883
Q9CQX2  	   -0.404187	    -1.00781	    0.307368	    1.10462
Q9CQX4  	     1.07069	     0.64957	    -1.28346	  -0.436794
Q9CQY2  	   -0.980956	   -0.647115	    0.469158	    1.15891
Q9CQY6  	   -0.294865	    -1.00433	    0.601231	   0.697961
Q9CQZ1  	   -0.319223	   -0.418201	   -0.496139	    1.23356
Q9CQZ5  	   -0.726652	    -0.10732	   -0.145514	   0.979486
Q9CQZ6  	    -1.01242	    0.427225	    0.738373	   -0.15318
Q9CR00  	    0.857678	   -0.590927	  0.00310989	  -0.269861
Q9CR02  	   -0.101482	    -1.05493	    0.463556	   0.692859
Q9CR08  	   -0.651305	   -0.484378	   -0.311048	    1.44673
Q9CR09  	    0.770653	    0.340946	    -1.19999	   0.088388
Q9CR13  	    0.397513	    0.773812	      -1.537	   0.365678
Q9CR16  	   0.0333883	    -1.49747	     1.00162	   0.462465
Q9CR24  	    -1.11356	   -0.227489	     0.52531	    0.81574
Q9CR25  	    0.358862	    -1.37266	    0.930074	   0.083725
Q9CR26  	  -0.0371252	   -0.749573	   -0.445741	    1.23244
Q9CR41  	    -1.24946	   -0.125255	    0.573845	   0.800874
Q9CR47  	    0.572744	   -0.888694	   -0.343483	   0.659433
Q9CR51  	    -1.38342	  -0.0223304	    0.602022	   0.803725
Q9CR57  	     0.67489	     -1.0839	    0.200593	   0.208421
Q9CR58  	   -0.577335	   -0.617321	    0.694866	    0.49979
Q9CR60  	    -1.32493	    0.497658	    0.491456	   0.335813
Q9CR61  	   -0.869987	   -0.484083	    0.129311	    1.22476
Q9CR68  	    -1.02141	   -0.453962	   0.0225704	    1.45281
Q9CR86  	   0.0957292	     1.24489	   -0.674275	  -0.666345
Q9CR89-2	   -0.117358	    0.818114	    0.592289	   -1.29304
Q9CR98  	    0.569253	    -1.02815	  -0.0315301	   0.490428
Q9CRA4  	    0.909284	    0.874253	    -1.35841	  -0.425132
Q9CRA8  	   -0.204438	    -1.25712	    0.719539	   0.742017
Q9CRB2  	    -0.92738	   -0.695528	    0.914288	    0.70862
Q9CRB9  	    -1.00794	   -0.360554	   0.0801349	    1.28836
Q9CRC8  	     1.02601	    0.729095	   -0.727384	   -1.02772
Q9CRD0  	    -1.05619	   -0.656589	    0.588164	    1.12461
Q9CRD2  	    0.167714	    -1.29918	    0.236149	   0.895321
Q9CRT8  	   -0.729907	    -1.10837	    0.985605	   0.852671
Q9CS42  	   -0.546768	   -0.362215	   -0.348824	    1.25781
Q9CS74  	    0.857531	   -0.122121	    0.322062	   -1.05747
Q9CSH3  	    0.459523	    -1.43253	    0.638659	   0.334346
Q9CSN1  	   -0.139005	   -0.654618	  -0.0581732	   0.851796
Q9CT10  	   -0.642512	    -0.95779	    0.356852	    1.24345
Q9CTN4  	    0.427899	       0.802	   -0.881514	  -0.348385
Q9CU62  	    0.716121	    0.879572	   -0.857538	  -0.738155
Q9CV28  	   -0.198605	   -0.555883	    0.108738	    0.64575
Q9CVB6  	    0.639102	    -1.52802	    0.149125	   0.739793
Q9CW03  	    0.937535	    0.365336	    -1.09407	  -0.208798
Q9CW46  	    -1.17118	   -0.327028	    0.352224	    1.14598
Q9CWD8  	    -1.35182	    0.679935	    0.572408	  0.0994789
Q9CWE0  	    -1.37853	   -0.182455	    0.430648	    1.13033
Q9CWG8  	   0.0132805	   -0.770393	   -0.130842	   0.887954
Q9CWI3  	    0.543025	    -1.51274	    0.647208	   0.322507
Q9CWJ9  	   -0.132772	    -1.49843	    0.701341	   0.929862
Q9CWK8  	   -0.752301	   -0.530858	  0.00523508	    1.27792
Q9CWL8  	   -0.735201	   -0.269486	    0.231176	   0.773511
Q9CWN7  	    -1.16739	   -0.552298	    0.880937	   0.838751
Q9CWQ8  	    -1.28053	    0.633085	    0.300452	   0.346988
Q9CWR7  	   -0.245362	   -0.990474	    0.454435	   0.781401
Q9CWT6  	    -1.09586	   -0.171036	    0.511389	   0.755504
Q9CWU2  	    0.116716	    -0.99558	     0.95383	 -0.0749655
Q9CWU4  	      1.0757	   -0.589172	   -0.944985	   0.458452
Q9CWU9  	   -0.562231	    -1.00495	    0.657318	   0.909864
Q9CWW6  	      0.7667	    0.178781	     0.41681	   -1.36229
Q9CWW7  	    0.575392	   -0.357472	    -1.17921	   0.961287
Q9CWX9  	   -0.746346	   -0.872067	     1.16545	    0.45296
Q9CWY3  	   -0.554009	   -0.781748	    0.102628	    1.23313
Q9CWY8  	    0.674051	    0.580173	   -0.278122	  -0.976102
Q9CWZ3-2	   -0.798855	   -0.662625	    0.199597	    1.26188
Q9CX11  	    0.191298	    -1.46589	    0.281796	   0.992792
Q9CX30-2	    0.327461	    0.989137	    -1.12579	  -0.190811
Q9CX53  	    0.978675	   -0.509218	    0.415226	  -0.884683
Q9CX97  	      -0.798	   -0.997478	    0.863715	   0.931763
Q9CXE7  	    -1.35884	    0.183199	    0.338342	   0.837296
Q9CXF4  	    0.803997	   -0.967477	   -0.495912	   0.659393
Q9CXJ1  	    -1.07428	   0.0313348	   0.0498899	   0.993052
Q9CXK8  	    0.786896	    -1.34489	    0.530458	  0.0275308
Q9CXL3  	    -1.01556	   -0.830784	    0.858166	   0.988174
Q9CXR1  	    -1.45749	    0.612934	    0.341572	   0.502989
Q9CXT7-2	   -0.824246	    0.391861	   0.0837296	   0.348655
Q9CXT8  	   -0.709313	     -0.6823	    0.142041	    1.24957
Q9CXU4  	   -0.220727	    -1.06121	    0.197962	    1.08398
Q9CXV1  	    0.871707	   -0.192611	    0.104153	  -0.783248
Q9CXW2  	    0.532372	    -1.19867	    0.351056	   0.315238
Q9CXW3  	     1.14028	   -0.471085	   -0.148704	  -0.520494
Q9CXX9  	    0.991218	    0.174271	     0.38191	    -1.5474
Q9CXY6  	     0.63769	    -1.27685	   -0.348182	   0.987348
Q9CY16  	   -0.639095	   -0.933856	     0.39677	    1.17618
Q9CY21  	    0.367165	   -0.994477	  -0.0698808	   0.697193
Q9CY27  	    -1.13536	     1.28666	   -0.496305	   0.345001
Q9CY28  	    -1.33329	    0.624525	    0.585015	   0.123748
Q9CY34  	    0.960214	   -0.853195	    0.309881	    -0.4169
Q9QXA5  	    0.737501	    0.462718	   0.0958884	   -1.29611
Q9CY50  	   -0.552964	    -1.03548	    0.356558	    1.23189
Q9CY52  	  -0.0331693	    -1.40903	    0.626603	   0.815598
Q9CY58  	     0.82781	   -0.782762	  0.00841932	  -0.053468
Q9CY58-2	   -0.732159	    -1.11442	    0.722138	    1.12444
Q9CY73  	     0.12428	    -1.14604	   -0.280799	    1.30256
Q9CY97  	     1.27733	   -0.229493	   -0.163273	  -0.884565
Q9CYA0  	    0.643048	   -0.501492	    -1.04581	   0.904256
Q9CYC5  	     1.11612	  -0.0359013	   -0.483556	  -0.596659
Q9CYD3  	    0.774063	    0.702974	   -0.569234	  -0.907804
Q9CYG7  	   0.0390134	    -1.38295	    0.517837	   0.826103
Q9CYH6  	   -0.284971	    -1.20843	    0.286628	    1.20677
Q9CYI4  	    0.478037	   -0.112971	    0.691852	   -1.05692
Q9CYK1  	   -0.911722	   -0.012608	    0.849095	  0.0752356
Q9CYX7  	    0.975918	    -1.37658	     0.28045	   0.120213
Q9CYZ2  	    0.130258	     -1.3643	    0.294416	   0.939627
Q9CZ04  	     1.06389	    -1.16878	   -0.613582	   0.718472
Q9CZ13  	    -1.11417	   -0.617499	    0.474616	    1.25706
Q9CZ15  	    0.244804	     0.66241	    -1.48871	   0.581494
Q9CZ28  	   -0.612017	   -0.365285	    0.503622	    0.47368
Q9CZ30  	  -0.0442168	    -1.17626	     1.08388	   0.136596
Q9CZ44  	   -0.453106	   -0.843169	   -0.195516	    1.49179
Q9CZ57  	   -0.541175	   -0.888528	    0.144056	    1.28565
Q9CZ82  	    0.239476	   -0.578492	     1.16193	  -0.822916
Q9CZ83  	   -0.898912	   -0.313087	    0.478578	   0.733422
Q9CZC8  	   -0.981286	    0.965132	   -0.705343	   0.721497
Q9CZD3  	   -0.822389	    -1.07955	    0.809561	    1.09237
Q9CZG3  	    -1.31706	     0.50294	    0.286476	   0.527644
Q9CZH7  	    -1.26313	    0.125998	    0.126033	     1.0111
Q9CZI9  	     1.07276	   -0.878376	    0.793498	  -0.987882
Q9CZJ1  	      0.1473	    -1.41056	    0.837841	   0.425416
Q9CZN7  	   -0.587932	     -1.2577	    0.860256	   0.985379
Q9CZN8  	    -1.30548	     0.68378	    0.481956	   0.139741
Q9CZP0  	    0.793306	    0.565855	   -0.841928	  -0.517233
Q9CZP5  	   -0.137507	    0.601638	    0.919939	   -1.38407
Q9CZR8  	   0.0118405	    -0.50075	    0.581119	 -0.0922103
Q9CZT5  	    -1.03549	    0.369281	    0.211769	   0.454444
